emotion,utterance
contentment,I am so grateful to my family They help me with whatever I need and they are always their for me.
contentment,"We went to our favorite Italian restaurant for dinner tonight. It was good! It always is. I had my ""usual"" pasta and just enough wine to feel relaxed, but not loopy. It was a good way to end a Sunday."
contentment,do you ever just feel so grateful that you're alive? it's the most amazing feeling ever right? it feels like the universe gives us everything.
contentment,"i feel very thankful for everything that i have, i live a really good life in my liking"
contentment,i was really lucky when my cancer got cured not many people can say that and i feel very lucky
contentment,I just paid all my bills and don't have any huge plans for the weekend. It's sometimes nice to just be able to chill and relax.
contentment,My mother has been visiting for the last week. We have been doing a lot of talking and laughing.
contentment,Saturday was mine and my husband's anniversary. It was just a good day relaxing with the kids and having family time.
contentment,"I once left all cash and didn't have any to pay for a metro ride, some random girl paid for me without saying a word. Yes, and I am thankful for those kind of people."
contentment,Life is a lot better when you can eat solid food. Never get your jaw wired shut it sucks. I got punched while drunk without a mouth guard years ago - still think about it !
contentment,I spent this evening with my family.  This makes me realize how blessed I am.
contentment,I was having financial troubles and my family helped me out. It's nice to have people that care about you and will help out.
contentment,"I realized I am happy with life Yes, I am starting to appreciate lots of small things in life!"
contentment,"I sold some stuff I didnt need last week. Yea, enought to have great weekened anyway."
contentment,My parents gave me a car for graduating from college. It makes my life so much easier.
contentment,A stranger bought me groceries last Sunday. I only know them through an online forum. They saw a post I'd made about losing my job and messaged me. I'm going to embroider them something as thanks.
contentment,"i paid all my bills today, i feel so relived and good rent and electricity. we've been struggling financially so it's such a relieve to pay bills"
contentment,"Last weekend, my family and I enjoyed a nice meal together, and then watched a movie. It was a relaxing time at home, just enjoying each other's company. Yes, it was drama free and a relaxing time."
contentment,So we went out to that new BBQ place to eat the other night. It wasn't bad.  It wasn't earth shattering good either.  Everything just weirdly seemed okay.  It was a bit strange.
contentment,My new manager gave me a pay-rise! I feel very grateful that he has been so generous.
contentment,"I came back from a trip recently, got called in the boss's office and was given a decent sized raise. Absolutely. I certainly won't say no to that."
contentment,I made fish tacos the other day and did absolutely nothing but watch Netflix and relax on the couch. It was so nice and chill.
contentment,My husband works very hard so that I can be a stay at home mom. It has allowed me the freedom to homeschool our daughter.
contentment,"Life is good right now for me too Right just staying active, don't need much money, minimal drama. Easy"
contentment,Do you feel grateful for anything in your life? I feel that way about my dad. He helps me out a ton on almost everything.
contentment,"When I wake up, the first thing I do is thank life for having another day to enjoy. No I'm not, but in away we all are in a very dangerous place, aren't we?"
contentment,I feel so happy when the sunsets are beautiful and I can take the time to watch and relax. It is the best time of the day for me.
contentment,My husband bought me concert tickets for our anniversary. This is the last tour that the band is doing.
contentment,I am happy with where we are now living A very nice complex with 3 pools!
contentment,"Someone let me cut in line at the store so I could check out faster. Yeah, I was in a huge hurry and didn't have much but I really needed to make it to the bank before it closed."
contentment,One time a person offered to drive me home when it was raining outside
contentment,"I really love my life. This may seem crazy to some since it's fairly simple. I work online, I play games and then I read and watch tv and then I do chores."
contentment,"I met my nephew's daughter the other day. I'm much of a fan of babies, but she was so sweet.  She adored me.  I felt my heart warm up a little bit being around her."
contentment,"Now that I'm older, I am very happy with the way things are in my life. I am happy with a regular routine and just got married to my best friend. We like things very low key."
contentment,I was at home at the end of a long work week.  I was sitting on the couch with my wife watching tv while our dogs were lying by each of us.
contentment,"When my neighbors were away for a week I enjoyed a new lease of life. Peace and quiet, able to do what I wanted, when I wanted. It was lovely."
contentment,I spent a weekend at a lake house all by myself.  It was incredibly quiet and peaceful and no one bothered me.  I was so happy just to get away from it all and take things slow.
contentment,"I have a vacation condo in Florida at the beach reserved in a few weeks. It is right on the beach, with gorgeous ocean views and I can't wait to go."
contentment,"I was SO excited the first time we were going to make an overseas move! I actually loved all the intense preparation, because of what I looked forward to as the payoff!"
contentment,"I was expecting a surprise birthday party today. My expectations were somewhat true; my brother's friend celebrated not only my birthday party, but two other birthdays today. It was wonderful!"
contentment,I got my work done early on Friday so I got to spend the day trying out a new bike trail on my new bike. The weather was amazing. I felt really satisfied with life.
contentment,One of my love birds had a baby but she is a terrible mother. So I am now taking care of the baby and feeding her everyday. She is so cute!
contentment,I can't wait until next week. We have planned a family get-together and I haven't seen my brother and sister for more than a year. I am really looking forward to seeing them and catching up.
excitement,"I've been watching movie a few hours ago, and still feel its effects. I think it was called Rampage."
excitement,I'm taking my wife out this coming weekend to dance. We haven't been able to go out in quite a long time.  Family and life stuff just gets in the way sometimes.
excitement,"I scrapbook pictures of my son and I am a few years behind! My son just started school all day, so I plan to start scrapbooking.  I don't use Stamp It Up though."
excitement,I was finally going to get to see dolphins up close. I went to Sea World for the very first time. We got to feed the dolphins.
excitement,"i am happy about the beautiful weather today yes, im going to the park later this afternoon!"
excitement,I saw robert downey jr the other day.. such an awesome experience He is so charming and electrifying in person as well.. such a nice guy
excitement,I'm going on vacation for the first time in several years! I'm taking a cruise to Alaska. I'm soooo excited.
excitement,"A few months ago we were planning our wedding and I couldn't wait until the actual day finally arrived. It was even better then expected. It was very small, but so happy how it turned out."
excitement,"I'm looking forward to visiting a friend over the weekend Nothing too big, probably just wander around town"
excitement,I'm leaving tomorrow to go on vacation! We are going to Daytona and Orlando for 10 days. I sure hope so! We've been planning this trip for a year.
excitement,"Next month my wife and I are going on vacation to Hawaii. We are, it will be our first vacation together since we got married."
excitement,I have a huge chance to win a PS4! There's only 2 other people in the final round! Winning a PS4 will be awesome!
excitement,"Last year I hardly could hide my impatience to go on vacation. Yes, I had a good time."
excitement,I got a gift card to a restaurant I've been wanting to try for a long time. It's a local non-chain Greek restaurant. It's fancy and supposed to be very good. Yes. Almost always better!
excitement,"I finally got a new bike! I've been wanting one for so long! I hope so, my new bike has so many gears. Such an upgrade from my last one! I can't wait to take it out."
excitement,im stoked to go see some old friends tomorrow night about a year and a half!
excitement,"I was so excited when I got my new puppy, it was awesome! I agree with you, the joy of adding a new member to the family is a wave of emotions, positive ones of course!"
excitement,"I won a free trip to Florida. It's not the best vacation, but I'll take it for free. I've been to Florida many times before so it wears on you."
excitement,"I got a promotion in work. I am so excited for the raise and added responsibility. Thank you, I am so excited. It has taken 3 years of hard work to earn this promotion. I work in the military"
excitement,i am so excited i get to go to disney in october! disney world! this will be my 6th time. Epcot! I love visiting the different nations.
excitement,"This past month, I was able to visit Six Flags! It was amazing. The last time I was at an amusement park had to have been over a decade ago!"
excitement,I went ziplining the other day I found it using the Internet.  It was a lot of hiking but they had a lot of long lines. Yes I did - I had a great time and met some fun people.
excitement,I get excited when I go swimming The fact of relaxing in a large pool of water. It just grabs my attention
excitement,Hello! WOW im so jealous! You lucky dog. I have heard the same. Are you going with anyone else? I want to be your friend!
excitement,I am so happy it's a boy He'll be here in about 3 months
excitement,I cant wait for Friday! I go on vacation to New York! I agree. I never been there so Im so happy! Yes I will!. I cant wait!
excitement,"My wife has been out of the country for 2 months, and is getting back in a week.  I'm super pumped! No, taking a language course to help her graduate studies.  Good guess though :P"
excitement,"You need to be happy for you to live longer Yeah for sure, that's why I always like to be happy"
excitement,I cannot wait to see Taylor Swift in concert! I actually went to high school with her. I cannot believe she is as famous as she is.
excitement,"I can't wait for tomorrow,we are going to Barbados for vacation as a family. Just for a week."
excitement,A have a friend that is going to be visiting me this week! I cannot wait! She was a very close college friend and now she lives a few hours south.
excitement,"I am going to a concert very soon. Imagine Dragon and Grace Vanderwhall, do you know them? Yes she was."
excitement,"One time I won a stuffed animal from the claw machine! Yup, I did it in my first try too!"
excitement,I was so happy that after many years in retail I found a better job. Yeah it does. It really made me dislike people a lot.
excitement,"My wife is coming home after being out of the country for 2 months.  I can't wait! I am!  We've never been apart this long, so it's been tough."
excitement,I am getting a new car this week! I can't wait to smell the new leather seats! It's a beautiful 2018 yellow jeep! The car of my dreams! So stoked!
excitement,"We go on vacation once a year as a family. I just love going, when it gets closer to when we are leaving I look forward to it."
excitement,"I'm taking a vacation and going on a cruise to Alaska next week! I've never been, so it's going to be an amazing experience. I'm a little nervous that I'll get seasick."
excitement,"i cannot wait for the next star wars movie to come out he is, i really like the new ones but always will like the old ones better"
excitement,I am very much looking forward to going to Busch Gardens next week with my family! I do too. Did you go to the one in Williamsburg or in Tampa?
excitement,I am a big Taylor Swift friend! Yes I need to arrive at her concert tonight at  8!
excitement,"I couldn't wait to go to the concert. The U2 concert. Tickets were really expensive and I never thought we would be able to go, but somehow we did!!!"
excitement,I'm leaving for vacation on Wednesday! On a cruise to Havana. I'm so excited!
excitement,"We've decided to adopt another cat from the shelter! Agreed, that's my motto! This is a high-kill shelter too, so we'll definitely be saving a life :)"
excitement,I have a job interview tomorrow. I'm looking forward to it. Yes. It seems like a great opportunity.
excitement,"next week my vacation starts. I am really looking forward to it i always wanted to visit Miami, i can't wait to visit the beach and take in all  the fun"
excitement,"My girlfriend moved in this past weekend.  I am really excited to start this next chapter in my life. Yeah, I'm excited.  First girlfriend that I've lived with but she is pretty awesome so I'm glad it finally happened."
excitement,"i am really exited for my vacation next summer california, i really hope i get to go to universal studios"
excitement,"I just finally won some money playing scratch lotto tickets. Close to $20,000, I think I'm going to spend it on traveling."
excitement,"i am getting my new car next week and cant wait for it. it is a 2017 bmw, i traded in my old car to get an awesome deal"
excitement,"I tried so hard for that exam, when i found out i got first! it was overwhelming! thanks. now onto bigger things starting a clinic"
excitement,I am now going to be a master's student. I will got to he University of Florida Environmental Engineering is my major. I enjoy it.
excitement,I am a bit Breaking Bad fan and love Better Call Saul. Season 4 starts in August. I wonder what will happen this season. I'm expecting it to be really nail biting.
excitement,I just bought an Xbox! I've never owned a gaming console before I am! I bought Halo and am ready to ride.
excitement,My wife and I are going to buy are very first brand new car this week. A Chevy Cruze. We have been working hard to get our credit score up to get a really good interest rate.
excitement,"Halloween is quite a big holiday where I live. People get really in to their costumes! It's peoples creativity that makes it so entertaining. Last year I went as a plague doctor, and everyone agreed it was terrifying!"
excitement,"With all the money I've been saving up, I should be able to purchase an Oculus Rift Virtual Reality system soon! Hmm maybe Robo Recall, a game about fighting robots. Otherwise I have to find out what games are available!"
excitement,"I have just won the lottery! about 10 billion dollars, I cant wait to tell everyone and the internet and the world!"
excitement,I will be going on a once in a life time trip tomorrow. I will be going on my first cruise.
excitement,I'm excited to think of all the possibilities that are available to me at the moment Being able to learn basically anything with the internet for one
excitement,"I can't wait to get a new car soon I want a compact SUV, like maybe something like a Toyota RAV4"
excitement,im stoked to go to the park later today take my dog to the park and meet up with some friends!
excitement,Going to my son's first pee-wee football game tomorrow! He thinks he does.  All I can think of is a bunch of Tiny Titans in helmets running around like chicks in a barnyard.  *chuckle*
excitement,I am going to get us a new car! I'm not sure yet. Maybe a Toyota
excitement,Tuesday I got to take my kids to the beach for the first time. We had a blast! I could barely contain myself on the trip there!
excitement,"I couldn't sleep on Christmas eve. I was ready to see my daughter's face when she woke up in the morning. Yeah she did, but I guess I was looking forward to it more than she was."
excitement,You know recently we got a new puppy he's a goldendoodle and is a lot of fun he's a goldendoodle which is a poodle and golden retriever mixed
excitement,"So my partner gave me the biggest surprise this week. He got us a trip to Hawaii! I couldn't believe it, I am so elated!"
excitement,My best friend is getting married next weekend. I'm in the wedding. Super excited! These two have been together forever. It's about time they made it legit!
excitement,School starts back next week so last weekend I took my girls to Disney World. Yes we did they loved it it was such a thrill and the shows and rides was so fun.
excitement,"I have a ton of work to complete to earn my degree this year. Thank you, I have been compiling  data for 5 years, my brain is totally absorbed by it. Criminal and social justice."
excitement,In a week my wife will finally be back from being out of the country for 2 months! She was taking a language course in Germany for her graduate studies.
excitement,I got a random email telling me I had won a gift card Haha yeah it actually turned out to be real! It was for $120
excitement,"Tomorrow is my husbands Birthday! Yes, we are going out for a nice dinner. We haven't been on a date in months!"
excitement,"I am looking forward for tomorrow. Yes, tomorrow as well as today are such a nice places."
excitement,"I can't wait until I see my golden retriever Blue this weekend! I live away from my parents, he lives with them. Yup goldens are happy about pretty much anything lol :) Do you have any pets?"
excitement,I am looking forward to going on vacation in october! i need a vacation My husband and i are going to the smokeys.  I have been but he hasn't.
excitement,"My brother got out of prison yesterday! It felt so good to see him after such a long time. Definitely me, I gave him a big bear hug when he walked out those gates."
excitement,"Once, I went camping with my family. We saw many animals and a beautiful creek. It was a happy time. It does! I really hope we get to go camping again this fall."
excitement,"I'm only 6 months away from having my AA in Healthcare Administration. I really am, I can't wait to start my new career!"
excitement,"I can't wait to go to the water park this weekend. Yes, my kids love it so they are going to be so happy when we get there."
excitement,I'm starting a new job next week! Can't wait to be doing something different for a change! Thanks! Graphic design mostly. At my old job I was a manager and it was horrible.
excitement,My wife has been out of the country for two months and is getting back in a week. Definitely :)  It's been a long and lonely summer :)
excitement,"Yay! I'm finally getting a promotion at work! Yeah, a raise will definitely come with it. I've put a lot of work into this, and it finally paid off!"
excitement,"I'm overly excited because will be flying outside the country for the first time tomorrow."".  Please enter here... Traveling to South Africa then to Ghana. Also my first time visiting Africa"
excitement,"We are planning on going on a cruise in December! No, I went on one in highschool but first one with my husband and daughter. It's has been so fun planning it together!"
excitement,I got hired for my dream job at apple! I can't wait to start! I will help design the new iphones. It's going to be so much fun!
excitement,I am so excited about going to the movies I'm going to see the purge. I have been waiting to see it for a while
excitement,"I'm shopping for a new bicycle! Can't wait to pick one out. I have been recently, yes. I'm using an old beat up hand-me-down mountain bike so getting the right bike for me is going to be so much fun."
excitement,"Six months ago my boyfriend proposed to me and we are getting married next month. I can't wait On a honeymoon, lol? Not right away. He is totally the man of my dreams. I'm so lucky"
excitement,"School is starting back up soon, I can't wait to see all my friends again! Yes, me very happy!"
excitement,"I'm so hyped, I'm going to the movies! Not sure yet, I'll have to ask my friends"
excitement,"My husband and I are going on our very first cruise in December. To the Caribbean Islands. We are going with another couple that we have been friends with for a very long time. Thanks, me too."
excitement,I was excited when I bought my car It was a mustang. I saved up enough money and purchased it outright
excitement,This will be my last semester in college! I cant wait to finish. THanks!. I get so happy everytime I think about it! I agree. My family will be proud of me!
excitement,i am really happy for next year i have a trip planned to go to india yeah i have been planning this trip for over 2 years
excitement,"I was so thrilled to get to see Hamilton, i was really looking forward to it It is the broadway show, by Lin manuel miranda"
excitement,"I remember back when I got to pick up my dog at the airport when she was a puppy. Oh man, I sure was. And she was so excited to get out of that box."
excitement,"I went on a road trip with some friends. We had a wonderful time hanging out on the beach and camping, too! Yes, sometimes I leave it away and that makes me appreciate everything else more."
excitement,"My brother came back home after staying 2years in Japan, was so happy to see him He just went to stay there with my uncle"
excitement,So my wife and I after saving all year are going on our first vacation together next month. My wife is so happy. She has never seen the ocean before.
excitement,I am so hyped about Lebron  joining the Lakers! Yeah i am! We finally have something that unite and rally us behind our team for a season
excitement,My older brother is getting married Friday. I am very happy for him! I thought it was never going to happen!
excitement,"My friends were finally coming over to visit, it had been a long time since I saw them last. Yeah, I really miss seeing them since they moved."
excitement,"My husband and I closed on our first house last week! It is! Lots of blood, sweat and tears - and lots of phone calls and signing things, haha. We can't wait to move in!"
excitement,I doubt I will get any sleep waiting for tomorrow. I am finally getting to take the kids to Disneyland!
excitement,"I was so happy that i got to see Hamilton the other day Yeah, the same. Lin Manuel is a genius to say the least!"
excitement,Im expecting a good bonus to be on this check coming up. I can finally go buy a new car! Yes! Very exciting! Yes I had my eye on one all year. I cant wait
excitement,"So I got a new job recently, and I got my first paycheck and it was pretty good compared to what I was expecting! It's pretty good so far, I think I'm gonna like it for the long haul!"
excitement,"It was a happy moment that day I checked my result, I was so afraid but later it varnished Of course, very excellent result"
excitement,i have been more happy happier now beacuse i have been built a new house
excitement,"I've got a fun weekend coming up, and I'm really looking forward to it! Going to the drive-in, out to eat, and probably minigolf. Nothing particularly special, just haven't had fun in awhile!"
excitement,"I'm going skydiving for the first time with some friends! A little bit, but I love doing extreme stuff like this."
excitement,"I am going to my local amusement park tomorrow and feeling a certain way about it! I am indeed. I am ready to go and ride all of the rides, roller coasters especially! Do you have a favorite theme park?"
excitement,I was so amped yesterday. I got to pick up my now computer for the store! It was just a new model HP that I bought but I'm so excited!
excitement,"I Really really can't wait! next week is the week! i finally get to see my love i know! i am so happy about this! and i really can't wait, we are going to go on a cable car too"
excitement,I won an essay contest and I get to go to Washington DC for free! I wrote about social security reform. Kinda boring stuff lol but it'll be fun to visit all the sites in DC
excitement,"I am taking a vacation to Orange Beach, Alabama in a week! My wife and I visited the area about two years ago, and we loved it! We can't wait! Have you ever been to the ocean?"
excitement,"I decided a few months I was ready for a puppy, so I put the word out Basically, yes. I made a classified ad. I was beyond thrilled after getting a call to get one!"
excitement,I have plans so go to the beach with my wife for a week next month I cant wait! we have been looking forward to going back since our honeymoon. Thank you. We plan on it!
excitement,"i'm finally gonna get some rest, i'm going on a holiday in two weeks and i really can't wait! i'm going to Greece. i can't wait to see all the greek gods up close."
excitement,"I babysat and worked odd jobs all summer when i was younger to save up and buy a sega dreamcast. Yep, i've never looked forward to something so much in my life. I still have the dreamcast as well."
excitement,"I'm really excited about this weekend! A friend of mine has been out of the country for a year and he has finally come back. We're going to catch up. Yep, we have all weekend to hangout!"
excitement,"I'm going to see my parents in 3 weeks!! I didn't see them since 2014! I'm so excited no, with my little baby. they've never met my son, they can't wait"
excitement,I will officially be a first time home owner next month. I am this is all I ever wanted for my family and it is about to come I am so thrilled with joy can't wait.
sadness,"I recently lost my dog, after 13 years. Yeah, it was terrible.  Heart wrenching to bury him."
sadness,I was sad when my dog died Its ok. It's just been rough without him. I miss him
sadness,"I had to stay home and work, while all my friends go to denver and snowboard. Hopefully, but the worst part is there is nothing to do on the weekend with everyone gone."
sadness,"I like being alone, but not feeling bad when no one is around to talk to It's true I do need my alone time"
sadness,"My father passed away in November, it's made me feel empty ever since. I didn't think it would hit me hard. I felt like I was prepared."
sadness,"I was upset when I did not do well on a test. Not exactly, but close enough. I will study better next time."
sadness,"i miss my old pet dog, i feel so empty without her around i know that what makes it harder not having her around, no companionship"
sadness,"what kind of saturday is this, i mean sure it's a relaxing one but damn i really blew it on the budget plan i spend it like maniac i am so disappointed in myself..."
sadness,It has been very quiet in here since she went on vacation. No one to talk to. I kept myself occupied with movies and video games. But it wasn't the same as having real company.
sadness,My dog got hit by a car. Yeah. He didn't survive. I really miss him
sadness,"I was upset when I failed my math test I did, but the material was a hard subject."
sadness,My dog passed away couple months back.. i was heartbroken She got run by a truck.. I felt guilty and blue
sadness,"This Spring has really made me appreciate family. My grandmother fell ill, and passed away."
sadness,"I am moving to a different city soon, I feel a bit depressed about that. Yes, it should at least be better for me financially."
sadness,"When I got my first car I thought I'd finally be able to have a cool social life.  But I was dissapointed quickly. I spent my first night out at a Whataburger, eating alone."
sadness,My 19 year old cat died recently. I was devastated. Thanks. I still think about him all the time. I had two at the time so I still have one cat now :)
sadness,I am so upset about what happened yesterday. I accidentally can off the road avoiding a deer and totaled my new car.
sadness,Sometimes we can get a phone call that shakes us to the core. My phone call was my mom telling me my 32 year old had just died of a heart attack while at her house.
sadness,"I don't have a lot of friends. Thanks. In my mom's group, I feel like a lot of the moms are friends but I'm not friends with any of them. That sounds nice, I just need to connect with someone."
sadness,"our company is firing people, and everyone is very sad to go mine is good, i just feel bad for the people who got fired you know?"
sadness,One time I saw a stray dog walking around a restaurant looking for food It was outside a fried chicken chain restaurant
sadness,i felt lonely because i have never been left all by myself before like what
sadness,"My father almost passed away last year. It was very tough on everyone Yes, he has made a full recovery! It's been a journey"
sadness,I did not like being alone at home at night. I try to go to bed earlier.
sadness,"My guinea pig had 5 babies but all of them died. I don't know why... Yeah, it is terrible. I just wish I knew why but oh well. She will have more babies in a couple months."
sadness,"Its so quiet in my house, my husband is out of town for work. True, I'm trying but keep hearing creepy noises. Guess I need to turn the TV up louder haha"
sadness,"I spent all weekend alone, wish my family lived closer. My family is over 2,000 miles away in Alaska, its tough!"
sadness,"I just lost my dog. My ex got him in the divorce No we are not on speaking terms, It's pretty unfair, thankfully we didn't have a kid together."
sadness,I was feeling so lonely in miami after i moved there I think so.. i have made some friends. it was my first time being away from family
sadness,"I was driving around my old neighborhood and seen that the house I grew up in had burned down. I spent birth till I was 17 living there, so literally all of my child hood memories."
sadness,I was sad when my dog died I had him for 10 years. It's just so hard because he was my whole world
sadness,the floods destroyed everything. The insurer is not returning our calls Last week. we're in temporary housing now
sadness,"When I was a kid, I had a dog at my grandpa's. He gave it away because it wouldn't hunt. I was very upset. I was only like nine at the time so I took it really hard."
sadness,"i was upset i woke up so late today yeah thats true, not the end of the world;"
sadness,i don't like to see my parents smoke it makes me really sad yeah but it has turned into a normal thing now
sadness,"My roommate is gone for the week, on a business trip. It's way too quiet around here. That's a good idea. I can't stand being alone in this place much longer."
sadness,I was devastated when I lost my phone I did but it took a while
sadness,I was having a bad day the other day and everything just kept going wrong The worst part of the day though was when I dropped my last cookie I was really looking forward to
sadness,When katrina hit texas my family lost like half of their belongings Well when it hit we left but now we are ok and we recovered well
sadness,"My wife has been out of the country for two months, which is really hard when one of us is having a bad day and we can't help the other. She gets back in a week, so it's almost over."
sadness,"My partner left me the other day. That's fine, its not your problem. i just feel very lonely right now."
sadness,my son is teething really bad and he is so inconsolable that breaks my heart. i can't wait till these molars cut thru I do but he doesn't like them. he can barely eat his mouth hurts so bad
sadness,"I live in Central Texas, it rained and lightening stuck a house here and caused it to burn down! Yes, I hope the family is okay! No word yet if anyone got hurt."
sadness,"My wife has been out of the country for the last 2 months for school. I do.  She's getting back soon, but it's been tough being along with the dogs every night."
sadness,I really feel like depressed sometimes when I realize how bad my tech skills are. That's true. There's a lot of stuff online. No I'm completing college for a natural sciences degree lol.
sadness,"I am still in shock at the damage yesterdays flood caused. Yes, our whole house was swept out to sea."
sadness,i felt so alone in miami when i moved there it was my first time staying away from the family. felt dreadful!
sadness,"i was sad to hear my mom is in the ER again me too, she has heart problems unfortunately thank you i appreciate the kind words"
sadness,My dog died last year. About 5 years. He was a rescue. That's true. He was definitely mine. He was a pit and lab mix.
sadness,im feeling blue because my days and nights are mixed up i have tried taking benadryl and some other sleep aid.  i should try melatonin.
sadness,Do you feel devastated right now? Yeah me too. I kind of do due to lack of sleep.
sadness,"as I walk through my house, the rooms are empty, There is no one there for me that is the problem there is no one I can talk to or share with"
sadness,I was lonely when my family left for the weekend Mexico. I had to work.
sadness,I have lived alone for the last 10 years some day's I think I should get a dog. I was thinking I'll go to resume and adopt who ever has been their the longest.
sadness,My father was diagnosed with stage 4 brain cancer. Yes it was. It only took a few short months and my father passed away due to it being inoperable.
sadness,My wife's cousin was sent to the hospital and was placed in a medically induced coma with something having to do with his lungs Yes. They aren't sure what's wrong but his oxygen level is down to 40%
sadness,A good co-worker of mine lost his job His boss felt he was under-performing.  It's a shame because he was fun to work with
sadness,"My father almost died. His recent health problems have been devastating. It is tough, but I think I will make it."
sadness,my horse died last week i was devastated when i found out yeah the vet told us it was cancer i was really sad
sadness,"Last spring, it rained so much my basement ended up flooding. Well, I did my best to save what I could. A lot of irreplaceable things were destroyed however, photos among other things."
sadness,"I ended up staying at home for the holidays No all my family lives out of state. I didn't feel like traveling, but I just ended up sitting at home and watching lord of the rings in the dark."
sadness,"I am a stay at home mom. School just started. It does, this is my only child and he is going to kindergarten. How did you make it through?"
sadness,"It's hard as a parent, when your kids are teenagers and have to handle their own problems I know, they mommy in me wants to just jump in and fix it all like I used to"
sadness,"I recently bid farewell to a good friend. I miss her Thank you, that means a lot. I will see her again"
sadness,Do you ever feel sad about anything? Yeah some. It's a part of life I guess.
sadness,"Sometimes when I'm driving home after a holiday, such as christmas, I get an overwhelming sense of being alone. No I haven't, but that's a decent idea that I may try. Thanks for the suggestion!"
sadness,"I found out my childhood cat passed away I do too, it was so sad."
sadness,"My wife is going away on a business trip soon.... she'll be gone for a couple of weeks. Well, I might do some work on the house. But it's going to be awfully quiet around here."
sadness,"I'm at a new school and I won't have any friends Yes, but how do I even talk to people I don't know?"
sadness,i felt so lonely in my new apartment I have just moved away from my family to a new city for work. so.
sadness,"So.... my dog got hit by a car last night. No, unfortunately he didn't make it. Yeah, I think it was, but... I'm pretty upset about it."
sadness,i was heartbroken when my dog passed away last month 12. he was old.. but then i cant remember a memory without him in it as well
sadness,"Have you ever had a friend or loved one commit suicide. Yes, my brother in law/childhood friend took his own life. Its been very hard to comes to terms with."
sadness,I just got laid off from my job. I need the paycheck so this is not a good situation. I am going to apply for new positions. Hopefully I will get something soon. I work in I.T.! Thanks for asking!
sadness,"I read in the news about a family who lost all six of their animals in a house fire :( I know, it made me upset! My two dogs are my babies couldn't imagine loosing them."
sadness,Last month my dog Skippy passed away. He was 18 years old. Man it's hard. He has been like my best friend since I was a teenager.
sadness,Felt sad when she left for 3 weeks To see her family. It sucked though because my car had broken down.
sadness,"I spent Saturday night playing Lord of the Rings Online. It is good, but I sometimes wonder if I'm trading real life for a fantasy world."
sadness,"One time my family went out to vacation and I was home alone with no friends Yes, I had to work and could not get time off!"
sadness,My aunt recently passed away after a long battle with Alzheimer's disease. Thanks. It's been especially hard because she was almost like a mother to me.
sadness,My friends went out to a party They didn't invite me for some reason
sadness,"I finally had a day of, but the weather was terrible and rainy and cold. I was hoping to get a chance to play outside and get some sun."
sadness,"I spent my first Christmas away from home in a computer lab, working by myself. Yes, it wasn't very fun.  But I had to do it because my project for work was due the next day."
sadness,"When my wife left me it was so quiet in the house! it almost drove me crazy hah, i hear ya. I just got so used to all the commotion i suppose."
sadness,"I got turned down for a job I really wanted. Thanks.  But yes, I was really dejected.  I thought I'd interviewed well and had a good enough resume."
sadness,"I got on social media yesterday and saw that my friends went to a party, but they didn't invite me. No, sometimes I feel like they just don't understand me."
sadness,It can be really tough when your husband and teenagers have electronics. I do for family time but sometimes I can sit in a full room and still feel no one is there
sadness,I was sad when my wife left me I just dont know why she would marry me then.
sadness,"My husband works nights a lot right now. It really is, i hate being alone at night. A few, but he still has to sleep all day, makes doing things hard."
sadness,"I am in shock ever since my house caught on fire while I was at work. No, thank goodness no one was home, but their is nothing left of our house."
sadness,"I've been feeling a bit blue and overwhelmed lately. I could definitely use one! However, I have a newborn so I'll have to wait a little while before we can go on some adventures!"
sadness,"My dad dies when I was 33 years old. Thank you. I was crushed, and it left me with questions about my own mortality."
sadness,One time I was building a tower of cards that was over 8 layers tall. It fell when someone walked by Yes it took me over an hour! I was so mad!
sadness,"My rabbit died last year, I miss her to this day I had her for about 10 years. Yeah, they can live to about 14 years if you take care of them right"
sadness,I took my dog to the vet yesterday... it turns out that he's really sick. It's not looking too good. I really hope he pulls through.
sadness,"I am so lonely right now because no one wants to be with me Yeah, but no luck"
sadness,"5 Opps. Ok, i mean that I was sad the other day because a friend is moving. not to far, but it's still sad to see her go."
sadness,"I think that the girl of my dreams likes somebody else. I feel very sad about it. It's tough because she has been out of the country for a month, so I will likely discuss it when she returns."
sadness,"hi, i feel so lonely sometimes because all my friends live in a different country i was thinking about it! I wanted to join a group for local moms"
sadness,"A close friend of mine has to leave the state for work Kind of, it's going to be sad since I won't see him again most likely"
sadness,i was so heartbroken when my dog died last month he was hit by a truck.. i cant even imagine it
sadness,My wife and I got a divorce. The house is so quiet without her and the kids being here. About two years now and everything still seems very odd to me.
sadness,My best friend is moving across the country next week. Sad. I will miss her terribly
sadness,Recently my wife left me home alone with the dog all weekend while she was gone on a girls trip. I missed her while she was gone. We have a mixed breed rescue pup.
sadness,I feel so lonely because I have no friends I haven't. Im too shy and I am scared of what people will say
sadness,He died in a motor accident Seriously it was heartbreaking because we were best of friends
sadness,My roommate's cat passed away last week. There is a heavy air over the household. Yeah hes really lost without her. It was unexpected.
sadness,I am sad that my friends dont visit me I don't have a car and they live far away
sadness,"I've been feeling pretty wholesome recently. It's good, I just meant that I can be by myself and feel alright."
sadness,"I lost everything in the fire today. We are thank heavens, but we lost everything."
sadness,"Oops. I meant I was upset when my dog died. Happened in Febuary. Yea she was 12 yaers old, and had cataracts, so I knew it would happen someday"
